period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
4,285601,141669,19055,101034,7868699,19,19470,1002216,8584,13570,1821,290608,4152,10.81
5,522889,213067,22343,101034,9558006,19,19470,1229592,10008,13570,1821,290608,4152,7.83
6,709856,307217,25243,101034,9338000,19,19470,1405986,11254,13570,1821,290608,4152,9.86
7,878247,393223,28073,101034,10101157,19,19470,1571602,12529,13570,1821,290608,4152,8.84
8,1023876,468921,31623,101034,12019093,19,19470,1721734,13727,13570,1821,290608,4152,8.60
9,1164767,534845,34393,101034,11687196,19,19470,1874225,14991,13570,1821,290608,4152,8.78
10,1318085,614465,37375,101034,12462073,19,19470,2030113,16315,13570,1821,290608,4152,8.49
11,1483674,706814,40408,101034,14525234,19,19470,2190419,17629,13570,1821,290608,4152,9.04
12,1647400,791712,43185,101034,15351919,19,19470,2346147,18678,13570,1821,290608,4152,8.82
13,1813035,881734,46322,101034,14771225,19,19470,2502571,20081,13570,1821,290608,4152,8.82
14,1966856,958365,49562,101034,15557860,19,19470,2660695,21273,13570,1821,290608,4152,8.79
15,2102141,1018935,52473,101034,17857472,19,19470,2810087,22414,13570,1821,290608,4152,8.36
16,2254269,1087968,55441,101034,18694104,19,19470,2974414,23625,13570,1821,290608,4152,9.19
17,2407087,1159362,58334,101034,19521433,19,19470,3138340,24895,13570,1821,290608,4152,8.80
18,2559449,1234727,61282,101034,18710408,19,19470,3300403,26134,13570,1821,290608,4152,8.82
19,2712213,1304623,64346,101034,21181408,19,19470,3462433,27392,13570,1821,290608,4152,8.55
20,2864787,1377118,67142,101034,20289865,19,19470,3623513,28685,13570,1821,290608,4152,8.45
21,3020866,1451955,69710,101034,21070048,19,19470,3790777,29858,13570,1821,290608,4152,9.09
22,3174251,1524381,72401,101034,21852369,19,19470,3957064,30999,13570,1821,290608,4152,8.82
23,3326326,1595130,74982,101034,22641556,19,19470,4117373,32155,13570,1821,290608,4152,8.69
24,3477652,1666405,77920,101034,23428783,19,19470,4276924,33335,13570,1821,290608,4152,8.63
25,3630746,1737785,80289,101034,24216630,19,19470,4440384,34584,13570,1821,290608,4152,8.76
26,3779113,1807231,83150,101034,25004163,19,19470,4601656,35736,13570,1821,290608,4152,8.69
27,3931703,1880483,86252,101034,25790977,19,19470,4763700,36877,13570,1821,290608,4152,8.70
28,4082964,1952308,89132,101034,26586088,19,19470,4926038,37992,13570,1821,290608,4152,8.69
29,4233906,2023117,92226,101034,27377978,19,19470,5085067,39138,13570,1821,290608,4152,8.69
30,4388117,2096755,95327,101034,28166488,19,19470,5245787,40316,13570,1821,290608,4152,8.69
31,4533893,2163924,98432,101034,28957797,19,19470,5403896,41450,13570,1821,290608,4152,8.69
32,4681687,2230905,101552,101034,29746511,19,19470,5564984,42544,13570,1821,290608,4152,8.69
33,4828003,2298374,104666,101034,30535066,19,19470,5724955,43696,13570,1821,290608,4152,8.69
34,4973786,2365170,107492,101034,31327632,19,19470,5884337,44887,13570,1821,290608,4152,8.69
35,5123946,2436753,110596,101034,32117066,19,19470,6046898,45935,13570,1821,290608,4152,8.69
36,5274408,2506652,113415,101034,32905026,19,19470,6208115,47176,13570,1821,290608,4152,8.69
37,5423662,2575303,116526,101034,33694464,19,19470,6370372,48277,13570,1821,290608,4152,8.69
38,5569429,2642036,119865,101034,34487141,19,19470,6530869,49391,13570,1821,290608,4152,8.69
39,5717414,2712160,122486,101034,35278230,19,19470,6690571,50570,13570,1821,290608,4152,8.69
40,5867258,2782717,125350,101034,36069135,19,19470,6849257,51821,13570,1821,290608,4152,8.69
41,6016313,2852962,128481,101034,36854654,19,19470,7012171,53021,13570,1821,290608,4152,8.69
42,6161017,2919787,131598,101034,37640834,19,19470,7171711,54117,13570,1821,290608,4152,8.69
43,6307563,2987063,134705,101034,38428202,19,19470,7333178,55390,13570,1821,290608,4152,8.69
44,6451755,3051935,137808,101034,39215789,19,19470,7493245,56532,13570,1821,290608,4152,8.85
45,6595606,3117148,140700,101034,42854393,19,19470,7650313,57657,13570,1821,290608,4152,8.61
46,6739630,3182314,143186,101034,40805896,19,19470,7807883,58811,13570,1821,290608,4152,8.62
47,6895192,3256214,146501,101034,41594073,19,19470,7970975,59911,13570,1821,290608,4152,9.04
48,7049805,3332569,149365,101034,45338765,19,19470,8134152,60983,13570,1821,290608,4152,8.89
49,7206008,3407009,152241,101034,46158464,19,19470,8296339,62212,13570,1821,290608,4152,8.80
50,7358966,3480056,155047,101034,46981618,19,19470,8459890,63364,13570,1821,290608,4152,8.58
51,7510161,3551644,158043,101034,44761163,19,19470,8618226,64533,13570,1821,290608,4152,8.57
52,7664188,3624870,160909,101034,45552104,19,19470,8779660,65631,13570,1821,290608,4152,8.87
53,7817083,3696796,164136,101034,46338326,19,19470,8940916,66930,13570,1821,290608,4152,8.88
54,7973046,3772277,166583,101034,50280548,19,19470,9103231,68165,13570,1821,290608,4152,8.80
55,8115664,3839147,169279,101034,47929496,19,19470,9258281,69266,13570,1821,290608,4152,8.42
56,8262529,3906109,172237,101034,51963605,19,19470,9418093,70532,13570,1821,290608,4152,8.86
57,8421996,3983266,174785,101034,52771682,19,19470,9584109,71608,13570,1821,290608,4152,8.98
58,8570432,4052850,178095,101034,50292533,19,19470,9745030,72892,13570,1821,290608,4152,8.66
59,8718927,4120482,180414,101034,51085270,19,19470,9903248,74139,13570,1821,290608,4152,8.68
60,8869152,4191663,183077,101034,51873264,19,19470,10063019,75255,13570,1821,290608,4152,8.64
61,9018660,4261755,185768,101034,52662526,19,19470,10224377,76561,13570,1821,290608,4152,8.76
62,9168713,4330162,188523,101034,53448729,19,19470,10384420,77801,13570,1821,290608,4152,8.69
63,9317721,4400354,191613,101034,57786422,19,19470,10542286,78861,13570,1821,290608,4152,8.69
64,9467658,4470665,194505,101034,55031870,19,19470,10700680,80140,13570,1821,290608,4152,8.69
65,9614903,4537646,197593,101034,55823421,19,19470,10859648,81379,13570,1821,290608,4152,8.69
66,9764979,4608057,200701,101034,56607582,19,19470,11018030,82604,13570,1821,290608,4152,8.69
67,9914120,4677941,203816,101034,57395033,19,19470,11178553,83678,13570,1821,290608,4152,8.69
68,10064217,4749529,206678,101034,58185364,19,19470,11339544,84857,13570,1821,290608,4152,8.69
69,10218770,4825707,209778,101034,58978413,19,19470,11500342,86029,13570,1821,290608,4152,8.69
70,10369289,4898406,212639,101034,59766278,19,19470,11659924,87273,13570,1821,290608,4152,8.69
71,10517418,4969536,215747,101034,60558048,19,19470,11817483,88391,13570,1821,290608,4152,8.69
72,10669093,5041998,218601,101034,61348508,19,19470,11978299,89452,13570,1821,290608,4152,8.69
73,10822382,5115476,221721,101034,66095348,19,19470,12142072,90644,13570,1821,290608,4152,8.69
74,10974755,5190401,224696,101034,62926030,19,19470,12300271,91885,13570,1821,290608,4152,8.69
75,11129599,5265098,227871,101034,63711807,19,19470,12464152,93039,13570,1821,290608,4152,8.69
76,11281351,5337076,230546,101034,64505356,19,19470,12625850,94242,13570,1821,290608,4152,8.69
77,11434922,5410946,233559,101034,65294592,19,19470,12786879,95350,13570,1821,290608,4152,8.69
78,11587891,5484552,236100,101034,66083277,19,19470,12947019,96470,13570,1821,290608,4152,8.69
79,11738585,5555195,239210,101034,66874542,19,19470,13107823,97746,13570,1821,290608,4152,8.69
80,11887295,5625480,241789,101034,67667927,19,19470,13268316,99006,13570,1821,290608,4152,8.69
81,12037641,5694653,244900,101034,68453150,19,19470,13428258,100259,13570,1821,290608,4152,8.81
82,12186825,5765260,247941,101034,69243293,19,19470,13587790,101424,13570,1821,290608,4152,8.74
83,12345961,5842470,251216,101034,74361826,19,19470,13756045,102631,13570,1821,290608,4152,8.93
84,12491529,5910806,253719,101034,70820425,19,19470,13916654,103812,13570,1821,290608,4152,8.64
85,12642660,5977407,256831,101034,76048080,19,19470,14080052,105218,13570,1821,290608,4152,8.63
86,12791374,6047964,259818,101034,72389830,19,19470,14240288,106387,13570,1821,290608,4152,8.85
87,12944673,6121110,262486,101034,73171431,19,19470,14402461,107513,13570,1821,290608,4152,8.69
88,13091727,6192701,265784,101034,78550577,19,19470,14561025,108808,13570,1821,290608,4152,8.74
89,13248259,6268369,268351,101034,79371095,19,19470,14722316,109912,13570,1821,290608,4152,8.76
90,13405080,6343703,271318,101034,75546612,19,19470,14886484,111000,13570,1821,290608,4152,8.93
91,13558797,6417297,273924,101034,81015406,19,19470,15049255,112186,13570,1821,290608,4152,8.74
92,13711919,6490851,276766,101034,77125334,19,19470,15210485,113261,13570,1821,290608,4152,8.83
93,13864376,6565718,279598,101034,82659513,19,19470,15372595,114288,13570,1821,290608,4152,8.68
94,14015710,6638781,282458,101034,78709951,19,19470,15533396,115539,13570,1821,290608,4152,8.66
95,14167330,6710459,285539,101034,79501649,19,19470,15699309,116761,13570,1821,290608,4152,8.56
96,14320059,6780552,287904,101034,80288971,19,19470,15862509,117972,13570,1821,290608,4152,8.85
97,14471405,6852911,290957,101034,81082531,19,19470,16022590,118983,13570,1821,290608,4152,8.69
98,14622559,6925080,293994,101034,81876333,19,19470,16182836,120170,13570,1821,290608,4152,8.69
99,14774813,6996412,297260,101034,82660199,19,19470,16345475,121350,13570,1821,290608,4152,8.69
100,14921280,7063915,300547,101034,83450666,19,19470,16505368,122553,13570,1821,290608,4152,8.69
101,15064117,7128907,303831,101034,84246489,19,19470,16660572,123691,13570,1821,290608,4152,8.69
102,15216072,7199724,307112,101034,85028153,19,19470,16819650,124848,13570,1821,290608,4152,8.69
103,15375540,7284459,310140,101034,85800726,19,19470,16976876,126116,13570,1821,290608,4152,8.69
104,15533320,7368502,313412,101034,86578697,19,19470,17132338,127305,13570,1821,290608,4152,8.69
105,15692387,7452211,316461,101034,87358185,19,19470,17287432,128482,13570,1821,290608,4152,8.69
106,15847773,7530722,319737,101034,88128561,19,19470,17443323,129794,13570,1821,290608,4152,8.69
107,16006223,7614053,322771,101034,88917901,19,19470,17596948,131049,13570,1821,290608,4152,8.69
108,16164348,7698325,326039,101034,89695218,19,19470,17751259,132397,13570,1821,290608,4152,8.69
109,16322999,7784557,329334,101034,90467380,19,19470,17906283,133563,13570,1821,290608,4152,8.69
110,16478600,7865359,332698,101034,96770322,19,19470,18061474,134776,13570,1821,290608,4152,8.69
111,16633417,7947892,335918,101034,92034169,19,19470,18210010,136036,13570,1821,290608,4152,8.68
112,16796444,8037598,339236,101034,92809423,19,19470,18365544,137249,13570,1821,290608,4152,8.69
113,16953071,8121273,342614,101034,93578096,19,19470,18518571,138502,13570,1821,290608,4152,8.69
114,17112537,8206485,345982,101034,94349259,19,19470,18674406,139734,13570,1821,290608,4152,8.69
115,17262481,8276517,349355,101034,95132650,19,19470,18836751,140973,13570,1821,290608,4152,8.69
116,17411504,8346302,352721,101034,95917818,19,19470,18997273,142165,13570,1821,290608,4152,8.77
117,17566911,8421430,355571,101034,96705528,19,19470,19159343,143306,13570,1821,290608,4152,8.81
118,17718141,8496935,359412,101034,97497477,19,19470,19318130,144425,13570,1821,290608,4152,8.85
119,17873615,8571548,362954,101034,104237798,19,19470,19484873,145582,13570,1821,290608,4152,8.73
120,18025156,8642159,365778,101034,99084509,19,19470,19643987,146813,13570,1821,290608,4152,8.64
121,18181980,8717477,368550,101034,99867734,19,19470,19809169,148197,13570,1821,290608,4152,8.73
122,18336764,8794241,371689,101034,100654261,19,19470,19971959,149436,13570,1821,290608,4152,8.88
123,18485282,8862637,374603,101034,101437343,19,19470,20132285,150591,13570,1821,290608,4152,8.68
124,18636185,8933701,377494,101034,108392514,19,19470,20293792,151755,13570,1821,290608,4152,8.68
125,18783233,9002071,380646,101034,103015529,19,19470,20452524,152911,13570,1821,290608,4152,8.52
126,18933539,9072827,384190,101034,103803427,19,19470,20613457,154153,13570,1821,290608,4152,8.83
127,19090212,9148379,387019,101034,104584540,19,19470,20778361,155436,13570,1821,290608,4152,8.88
128,19239822,9218629,390319,101034,105372550,19,19470,20939765,156618,13570,1821,290608,4152,8.71
129,19392842,9290197,393688,101034,106151119,19,19470,21103720,157840,13570,1821,290608,4152,8.69
130,19536705,9355424,396673,101034,106945433,19,19470,21263499,158916,13570,1821,290608,4152,8.69
131,19687168,9426756,399802,101034,107735840,19,19470,21425418,160045,13570,1821,290608,4152,8.69
132,19836844,9497180,403169,101034,108526219,19,19470,21586085,161188,13570,1821,290608,4152,8.69
133,19989558,9571138,406318,101034,109317680,19,19470,21746914,162156,13570,1821,290608,4152,8.69
134,20140304,9643818,409453,101034,110113419,19,19470,21907046,163119,13570,1821,290608,4152,8.69
135,20289266,9713447,412601,101034,117530734,19,19470,22066409,164148,13570,1821,290608,4152,8.69
136,20436779,9780114,415831,101034,111701796,19,19470,22226304,165224,13570,1821,290608,4152,8.69
137,20587946,9850509,419193,101034,112490147,19,19470,22385876,166317,13570,1821,290608,4152,8.69
138,20739432,9922677,422407,101034,113278625,19,19470,22547014,167415,13570,1821,290608,4152,8.69
139,20891289,9995048,425851,101034,114067089,19,19470,22709129,168551,13570,1821,290608,4152,8.69
140,21042290,10065389,430773,101034,114858034,19,19470,22872902,169702,13570,1821,290608,4152,8.69
141,21193770,10137206,433894,101034,115649244,19,19470,23035624,170726,13570,1821,290608,4152,8.69
142,21324714,10197428,436898,101034,116466877,19,19470,23176517,172008,13570,1821,290608,4152,7.61
143,21491491,10277591,439728,101034,117239451,19,19470,23350870,173071,13570,1821,290608,4152,9.78
144,21641801,10346513,443110,101034,118026436,19,19470,23511635,174249,13570,1821,290608,4152,8.69
145,21788139,10413271,445819,101034,125833359,19,19470,23669060,175326,13570,1821,290608,4152,8.69
146,21929258,10478578,449027,101034,119627277,19,19470,23820234,176491,13570,1821,290608,4152,8.28
147,22084037,10552012,452318,101034,120412549,19,19470,23984271,177492,13570,1821,290608,4152,9.10
148,22231215,10621154,455673,101034,121205929,19,19470,24140143,178634,13570,1821,290608,4152,8.69
149,22381510,10691487,459039,101034,121993695,19,19470,24302504,179703,13570,1821,290608,4152,8.69
150,22537042,10767004,462796,101034,122777484,19,19470,24465421,180715,13570,1821,290608,4152,9.05
151,22685724,10838163,465331,101034,123573139,19,19470,24623207,181734,13570,1821,290608,4152,8.66
152,22837786,10907935,468462,101034,131662462,19,19470,24787035,182766,13570,1821,290608,4152,8.59
153,22996652,10982851,470873,101034,125149938,19,19470,24951264,183795,13570,1821,290608,4152,8.98
154,23148104,11054854,474218,101034,125938587,19,19470,25110091,185173,13570,1821,290608,4152,8.71
155,23295898,11125143,477601,101034,126729052,19,19470,25267900,186267,13570,1821,290608,4152,8.69
156,23446074,11196655,481172,101034,127518650,19,19470,25427995,187333,13570,1821,290608,4152,8.63
157,23593230,11264940,484381,101034,128311807,19,19470,25586098,188389,13570,1821,290608,4152,8.98
158,23745080,11332972,486820,101034,129101495,19,19470,25753076,189388,13570,1821,290608,4152,8.94
159,23889940,11396268,490534,101034,129893644,19,19470,25915133,190444,13570,1821,290608,4152,8.63
160,24030436,11459267,492764,101034,130693804,19,19470,26072471,191448,13570,1821,290608,4152,8.24
161,24179151,11529357,496138,101034,131487851,19,19470,26231139,192579,13570,1821,290608,4152,8.58
162,24337069,11603177,499501,101034,132265195,19,19470,26399643,193710,13570,1821,290608,4152,9.27
163,24487274,11672475,502300,101034,133055078,19,19470,26560580,194810,13570,1821,290608,4152,8.69
164,24639384,11744112,505101,101034,133846280,19,19470,26722352,195894,13570,1821,290608,4152,8.69
165,24788622,11813682,508461,101034,142473928,19,19470,26883207,197010,13570,1821,290608,4152,8.68
166,24937932,11883943,511213,101034,135430059,19,19470,27042882,198131,13570,1821,290608,4152,8.68
167,25090425,11956436,514565,101034,136217523,19,19470,27204779,199179,13570,1821,290608,4152,8.70
168,25240655,12027126,517696,101034,137008216,19,19470,27365729,200152,13570,1821,290608,4152,8.69
169,25390413,12097336,520779,101034,137792823,19,19470,27526896,201532,13570,1821,290608,4152,8.72
170,25538053,12165573,524168,101034,138584814,19,19470,27686504,202627,13570,1821,290608,4152,8.69
171,25685240,12231503,527122,101034,139376673,19,19470,27846777,203773,13570,1821,290608,4152,8.70
172,25831499,12298847,530527,101034,140171380,19,19470,28005623,204830,13570,1821,290608,4152,8.69
173,25984468,12372791,533610,101034,140960935,19,19470,28166637,205965,13570,1821,290608,4152,8.69
174,26138871,12446185,536963,101034,141745220,19,19470,28326312,207071,13570,1821,290608,4152,8.69
175,26293417,12523270,540528,101034,142534695,19,19470,28488299,208110,13570,1821,290608,4152,8.69
176,26445995,12597405,543719,101034,143322589,19,19470,28649377,209434,13570,1821,290608,4152,8.69
177,26599262,12670490,546792,101034,152434010,19,19470,28810930,210537,13570,1821,290608,4152,8.69
178,26750611,12743143,549926,101034,144898839,19,19470,28970777,211924,13570,1821,290608,4152,8.69
179,26904652,12820476,553077,101034,145692608,19,19470,29129681,213012,13570,1821,290608,4152,8.69
period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,wifi,esp_timer,sys_evt,ipc0,Heap,Stack,Mbps
0,9086,470,858,101324,5275787,18,19457,708733,4342,13388,1814,290608,4152,0.01
1,10974,5956,11748,101324,5458418,18,19457,721810,5546,13388,1814,290608,4152,0.00
2,11971,5956,14402,101324,6444582,18,19457,733937,6801,13388,1814,290608,4152,0.00
3,120180,54066,17307,101324,7294780,18,19457,850962,8135,13388,1814,290608,4152,6.70
4,285018,147131,19998,101324,8076402,18,19457,1012993,9607,13388,1814,290608,4152,11.06
5,481237,216474,22973,101324,8843357,18,19457,1206181,11118,13388,1814,290608,4152,8.83
6,655939,289334,26033,101324,9620386,18,19457,1386360,12332,13388,1814,290608,4152,8.76
7,803753,363294,29093,101324,10415339,18,19457,1539006,13499,13388,1814,290608,4152,8.68
8,955807,435273,31966,101324,11195672,18,19457,1700460,14680,13388,1814,290608,4152,8.69
9,1106688,506363,34999,101324,11984956,18,19457,1861210,15882,13388,1814,290608,4152,8.69
10,1260194,580299,37805,101324,12773803,18,19457,2020139,17105,13388,1814,290608,4152,8.81
11,1407899,648920,40522,101324,13570860,18,19457,2177159,18290,13388,1814,290608,4152,8.57
12,1558398,717200,43638,101324,14356288,18,19457,2340512,19420,13388,1814,290608,4152,9.07
13,1709728,786958,46669,101324,16364610,18,19457,2499156,20665,13388,1814,290608,4152,8.67
14,1864529,863242,49592,101324,15938645,18,19457,2660514,21834,13388,1814,290608,4152,8.87
15,2015847,936098,51863,101324,18007325,18,19457,2823117,22996,13388,1814,290608,4152,8.66
16,2171761,1010398,54280,101324,17520144,18,19457,2984850,24170,13388,1814,290608,4152,8.73
17,2314392,1077201,57373,101324,18323828,18,19457,3137058,25212,13388,1814,290608,4152,8.15
18,2474486,1155415,60485,101324,19098923,18,19457,3306594,26334,13388,1814,290608,4152,9.35
19,2624032,1226337,63216,101324,19889724,18,19457,3468419,27374,13388,1814,290608,4152,8.70
20,2770482,1293970,65754,101324,20686351,18,19457,3628039,28595,13388,1814,290608,4152,8.71
21,2917811,1362020,68324,101324,21480661,18,19457,3789135,29601,13388,1814,290608,4152,8.57
22,3063695,1427956,71192,101324,22274182,18,19457,3948442,30677,13388,1814,290608,4152,8.55
23,3215581,1500820,74226,101324,24653980,18,19457,4110569,31930,13388,1814,290608,4152,9.15
24,3362824,1569236,77104,101324,23854755,18,19457,4270408,33132,13388,1814,290608,4152,8.48
25,3518109,1641591,79885,101324,24637686,18,19457,4435333,34276,13388,1814,290608,4152,8.98
26,3670355,1714845,83149,101324,25428188,18,19457,4595309,35451,13388,1814,290608,4152,8.69
27,3823493,1788739,85468,101324,26215245,18,19457,4756630,36674,13388,1814,290608,4152,8.69
28,3978372,1863933,88410,101324,27005761,18,19457,4917591,37889,13388,1814,290608,4152,8.69
29,4127006,1935774,91129,101324,27799388,18,19457,5072553,39032,13388,1814,290608,4152,8.53
30,4283474,2010205,94103,101324,28586838,18,19457,5237790,40241,13388,1814,290608,4152,8.86
31,4432166,2081550,97141,101324,29381838,18,19457,5394892,41523,13388,1814,290608,4152,8.68
32,4579433,2149780,100269,101324,30178940,18,19457,5552678,42647,13388,1814,290608,4152,8.69
33,4729206,2221719,103188,101324,30973609,18,19457,5713394,43751,13388,1814,290608,4152,8.69
34,4881260,2293003,106051,101324,31760412,18,19457,5873263,44928,13388,1814,290608,4152,8.69
35,5034007,2366782,108936,101324,32558672,18,19457,6032441,45933,13388,1814,290608,4152,8.69
36,5186476,2438235,111937,101324,33338042,18,19457,6196930,47199,13388,1814,290608,4152,8.69
37,5341705,2513496,114799,101324,34123929,18,19457,6358557,48217,13388,1814,290608,4152,8.69
38,5488552,2581293,117895,101324,34906534,18,19457,6520006,49344,13388,1814,290608,4152,8.70
39,5640891,2656879,120714,101324,37910450,18,19457,6682394,50569,13388,1814,290608,4152,8.69
40,5791631,2727874,123997,101324,36485185,18,19457,6842317,51712,13388,1814,290608,4152,8.69
41,5943623,2801027,126739,101324,37276338,18,19457,7003740,52825,13388,1814,290608,4152,8.69
42,6091171,2869751,129834,101324,38066523,18,19457,7161152,53898,13388,1814,290608,4152,8.69
43,6239778,2939069,132727,101324,38856685,18,19457,7320165,55094,13388,1814,290608,4152,8.69
44,6390773,3011158,135817,101324,39649021,18,19457,7480263,56128,13388,1814,290608,4152,8.69
45,6533551,3074877,138924,101324,40437569,18,19457,7638563,57304,13388,1814,290608,4152,8.69
46,6677214,3140101,142028,101324,41225448,18,19457,7792865,58485,13388,1814,290608,4152,8.70
47,6826660,3210825,145202,101324,42021780,18,19457,7947221,59605,13388,1814,290608,4152,8.91
48,6974461,3278358,148474,101324,45437936,18,19457,8104621,60997,13388,1814,290608,4152,8.69
49,7127718,3350121,151648,101324,46270030,18,19457,8269564,62168,13388,1814,290608,4152,8.80
50,7272151,3417855,155098,101324,47117685,18,19457,8424546,63356,13388,1814,290608,4152,8.47
51,7419953,3487697,157851,101324,45181879,18,19457,8586398,64481,13388,1814,290608,4152,8.88
52,7570853,3557324,160028,101324,45964920,18,19457,8746893,65726,13388,1814,290608,4152,8.84
53,7719971,3627386,162498,101324,46756583,18,19457,8905641,66833,13388,1814,290608,4152,8.78
54,7869266,3697639,165464,101324,47539841,18,19457,9066921,68030,13388,1814,290608,4152,8.60
55,8014880,3762877,168495,101324,48323318,18,19457,9227968,69237,13388,1814,290608,4152,8.69
56,8160526,3828773,171595,101324,49109813,18,19457,9384555,70482,13388,1814,290608,4152,8.70
57,8310384,3899249,174685,101324,49895696,18,19457,9543998,71595,13388,1814,290608,4152,8.82
58,8460873,3967942,177318,101324,50675216,18,19457,9703841,72736,13388,1814,290608,4152,8.82
59,8610870,4037525,179904,101324,51464461,18,19457,9864373,73978,13388,1814,290608,4152,8.69
60,8765264,4111242,182539,101324,52250818,18,19457,10027849,75204,13388,1814,290608,4152,8.83
61,8917682,4181537,185334,101324,53037286,18,19457,10191010,76423,13388,1814,290608,4152,8.73
62,9069348,4254190,188165,101324,53825337,18,19457,10349345,77613,13388,1814,290608,4152,8.69
63,9222161,4328663,190735,101324,54612874,18,19457,10509785,78983,13388,1814,290608,4152,8.69
64,9373764,4400480,193861,101324,55398627,18,19457,10671384,80147,13388,1814,290608,4152,8.69
65,9521887,4471729,196970,101324,56187918,18,19457,10831438,81256,13388,1814,290608,4152,8.69
66,9677104,4547868,200264,101324,60477774,18,19457,10992877,82410,13388,1814,290608,4152,8.69
67,9830129,4620674,203069,101324,57772208,18,19457,11150311,83704,13388,1814,290608,4152,8.69
68,9981645,4691379,206009,101324,58553074,18,19457,11310073,85083,13388,1814,290608,4152,8.69
69,10130492,4760334,208890,101324,59342049,18,19457,11469212,86177,13388,1814,290608,4152,8.69
70,10281721,4828950,212010,101324,60118699,18,19457,11631746,87482,13388,1814,290608,4152,8.69
71,10434337,4903294,215113,101324,60912256,18,19457,11790425,88699,13388,1814,290608,4152,8.69
72,10584675,4974105,218226,101324,61706656,18,19457,11946861,89917,13388,1814,290608,4152,8.69
73,10736064,5044425,221353,101324,62492851,18,19457,12107646,91358,13388,1814,290608,4152,8.69
74,10882835,5112943,224607,101324,67146972,18,19457,12261297,92539,13388,1814,290608,4152,8.69
75,11032941,5183240,227530,101324,64069374,18,19457,12419535,93828,13388,1814,290608,4152,8.69
76,11169304,5248527,230449,101324,64883583,18,19457,12563711,95116,13388,1814,290608,4152,7.83
77,11337652,5328362,233099,101324,65649309,18,19457,12737974,96405,13388,1814,290608,4152,9.55
78,11487357,5399659,235808,101324,66439932,18,19457,12899197,97678,13388,1814,290608,4152,8.69
79,11637325,5470595,238922,101324,67225715,18,19457,13060909,98854,13388,1814,290608,4152,8.69
80,11787047,5541336,242035,101324,68013788,18,19457,13221565,100045,13388,1814,290608,4152,8.69
81,11939133,5614020,245040,101324,68801709,18,19457,13383452,101148,13388,1814,290608,4152,8.69
82,12094787,5689402,248606,101324,73789062,18,19457,13548279,102354,13388,1814,290608,4152,8.93
83,12245946,5760443,251183,101324,70374416,18,19457,13708994,103558,13388,1814,290608,4152,8.65
84,12398269,5834641,253874,101324,75437938,18,19457,13869975,104639,13388,1814,290608,4152,8.63
85,12550629,5903647,256454,101324,71956628,18,19457,14029945,105876,13388,1814,290608,4152,8.56
86,12707846,5977448,259739,101324,77094286,18,19457,14196660,106975,13388,1814,290608,4152,9.05
87,12862384,6049281,263066,101324,73532366,18,19457,14359168,108115,13388,1814,290608,4152,9.13
88,13009885,6118673,265779,101324,74329868,18,19457,14517763,109212,13388,1814,290608,4152,8.43
89,13165009,6192108,268509,101324,75115499,18,19457,14681190,110255,13388,1814,290608,4152,8.88
90,13309820,6256747,271448,101324,75907865,18,19457,14840297,111340,13388,1814,290608,4152,8.70
91,13458369,6322572,274136,101324,76699170,18,19457,15003221,112378,13388,1814,290608,4152,8.58
92,13606228,6388760,276832,101324,82098712,18,19457,15164469,113427,13388,1814,290608,4152,8.84
93,13756011,6454797,279224,101324,78282498,18,19457,15326776,114465,13388,1814,290608,4152,8.78
94,13897497,6520949,282538,101324,79077476,18,19457,15482064,115473,13388,1814,290608,4152,8.62
95,14033535,6581448,284894,101324,79883967,18,19457,15634657,116387,13388,1814,290608,4152,8.19
96,14187981,6655909,288040,101324,80672978,18,19457,15796629,117411,13388,1814,290608,4152,9.26
97,14344066,6730923,290951,101324,81462394,18,19457,15959403,118476,13388,1814,290608,4152,8.69
98,14471710,6788855,293668,101324,82285359,18,19457,16094376,119673,13388,1814,290608,4152,7.19
99,14644858,6872885,296957,101324,83045411,18,19457,16273085,120868,13388,1814,290608,4152,10.20
100,14787964,6937472,300315,101324,83839343,18,19457,16430463,121957,13388,1814,290608,4152,8.69
101,14931068,7000442,303188,101324,84637466,18,19457,16588961,122913,13388,1814,290608,4152,8.69
102,15076419,7065050,306461,101324,85433398,18,19457,16748277,123833,13388,1814,290608,4152,8.70
103,15179108,7110214,309504,101324,86285385,18,19457,16863645,124907,13388,1814,290608,4152,6.12
104,15340833,7183935,312794,101324,87057119,18,19457,17032133,126136,13388,1814,290608,4152,10.53
105,15466935,7239240,316171,101324,87877675,18,19457,17169309,127165,13388,1814,290608,4152,7.65
106,15549340,7272136,319439,101324,93938672,18,19457,17266253,128457,13388,1814,290608,4152,4.62
107,15726429,7354382,322581,101324,89517740,18,19457,17444964,129515,13388,1814,290608,4152,11.09
108,15917273,7446582,325333,101324,90258332,18,19457,17638452,130598,13388,1814,290608,4152,12.10
109,16063546,7511627,328686,101324,91053061,18,19457,17796056,131747,13388,1814,290608,4152,8.69
110,16208483,7575828,331677,101324,91845102,18,19457,17958710,132843,13388,1814,290608,4152,8.70
111,16352264,7639145,334810,101324,92638627,18,19457,18119376,133928,13388,1814,290608,4152,8.69
112,16498955,7707393,338090,101324,93429668,18,19457,18276806,135050,13388,1814,290608,4152,8.69
